text,link,depth
"Understanding what kind of text you want to generate is essential. In this case we need to ask ourselves:  what makes a good CV profile that our users will appreciate? Let’s take a look at some examples and try to find ones we like. Here is an article you can find online that shows various types of CV profiles. For example, let’s look at a profile for a chemical engineer:",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"I am a dedicated, hardworking and proactive Chemical Engineer with a strong background in design, plant operations, offshore operations, and process and safety improvements. I have solid work experience in designing, testing and analysing processes to increase the overall efficiency of operations. I am currently looking for an opportunity to utilise my technical skills in a challenging working environment and become a valuable asset to the organization that I work for.",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
"As you can see, it’s a short paragraph that covers the candidates background, experience and the type of role they are looking for. Browsing through more examples, it is clear that most CV profiles follow this pattern. Let’s make a note of a few examples (3-5 will do) that we like. Our goal is to generate texts similar to these examples. Now we are ready to log into the AI21 Studio and start building.",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
Step 2: Create your (initial) prompt,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"Language models take in some text as input and generate some likely continuation of that text. We call the input text the prompt and the generated text the completion. You can think of large language models as smart auto-completion algorithms: they are very good at latching on to hints and patterns expressed in plain English, and generating text that follows the same patterns.",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"For example, if we input a prompt that is likely to be followed by a CV profile, we can get the model to generate new and original CV profiles as completions. One simple way to do this is to spell out an instruction, just like you would when asking a person to produce some text:",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
Write a winning Teaching CV profile:,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"Let’s take this prompt and see what the model will generate. Go to the AI21 Studio, put this prompt in the input field and click “generated”. This is the completion the model generated:",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"Mr George Mwangi is a Teacher who has completed Diploma, Degree and Masters Degree in Education. He has vast teaching experience of 7 years. His expertise is in the field of Science, Biology, Chemistry and Physics. He is a hardworking, dedicated candidate with vast experience of teaching various levels, including University students.",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
What do we like about this completion?,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
It matches the profession we provided (Teacher).,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
It contains relevant education and experience.,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
It uses some good adjectives.,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
What do we not like about this completion?,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"This paragraph is written in third person (“Mr Mwangi is…”), whereas our good CV profile examples are always written in the first person (“I am…”).",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
The details the model generated are completely made up - they may or may not reflect our candidates' true skills.,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
How can we make the model produce the output we want?,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"You can try to phrase the instruction differently. Be descriptive and clear, and try a few different ones, like:",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
Wordtune Read,https://www.ai21.com/blog/natural-language-as-next-frontier,10
Ask RBG,https://www.ai21.com/blog/natural-language-as-next-frontier,10
Start building,https://www.ai21.com/blog/natural-language-as-next-frontier,7
Natural language understanding as the next frontier,https://www.ai21.com/blog/natural-language-as-next-frontier,6
"Amnon Shashua, AI21 Labs' Chairman & Professor at Hebrew Academy, shares his insights on NLU with the Israel Academy of Sciences and Humanities.",https://www.ai21.com/blog/natural-language-as-next-frontier,6
ABOUT THE AUTHOR,https://www.ai21.com/blog/natural-language-as-next-frontier,6
Professor Amnon Shashua,https://www.ai21.com/blog/natural-language-as-next-frontier,7
Enjoyed this?,https://www.ai21.com/blog/natural-language-as-next-frontier,6
Stay up to date with the latest research and updates from AI21 Labs.,https://www.ai21.com/blog/natural-language-as-next-frontier,6
Thank you! Your submission has been received!,https://www.ai21.com/blog/natural-language-as-next-frontier,8
Oops! Something went wrong while submitting the form.,https://www.ai21.com/blog/natural-language-as-next-frontier,8
Back to Blog,https://www.ai21.com/blog/natural-language-as-next-frontier,10
Natural language understanding as the next frontier,https://www.ai21.com/blog/natural-language-as-next-frontier,8
MRKL Whitepaper,https://www.ai21.com/blog/natural-language-as-next-frontier,9
Paper: Standing on the Shoulders of Giant Language Models,https://www.ai21.com/blog/natural-language-as-next-frontier,9
NLP in the 21st century,https://www.ai21.com/blog/nlp-21st-century,3
AI21 Studio,https://www.ai21.com/blog/nlp-21st-century,10
Wordtune Read,https://www.ai21.com/blog/nlp-21st-century,10
Ask RBG,https://www.ai21.com/blog/nlp-21st-century,10
Thank you!,https://www.ai21.com/blog/harambee-case-study,9
Your submission has been received!,https://www.ai21.com/blog/harambee-case-study,9
Oops! Something went wrong while submitting the form.,https://www.ai21.com/blog/harambee-case-study,9
Related Articles,https://www.ai21.com/blog/harambee-case-study,5
AI21 Labs’ Summarize API Outperforms OpenAI's Models in Human Evaluation,https://www.ai21.com/blog/harambee-case-study,9
"The performance of AI21 Labs’ Summarize API was evaluated against GPT's Davinci-003 and GPT-3.5-Turbo models, using automated metrics and human evaluation. Summarize API produces shorter summaries with higher pass rates and better faithfulness scores in all experiments utilizing real-world data.",https://www.ai21.com/blog/harambee-case-study,10
"AI21 Labs partners with Amazon to offer top-performing, easily accessible foundation models",https://www.ai21.com/blog/harambee-case-study,9
"AI21 Labs is extremely proud to announce a new strategic partnership with Amazon’s Bedrock, a new service offering customers an accessible way to build generative AI-powered apps via pre-trained models.",https://www.ai21.com/blog/harambee-case-study,10
Case study,https://www.ai21.com/blog/harambee-case-study,9
How Easyway Uses AI-Powered Chat to Automate Communication for Luxury Hotels,https://www.ai21.com/blog/harambee-case-study,9
"Learn how Easyway, a guest relationship management platform, used AI21 Labs LLM to streamline their operation and improve guest communications.",https://www.ai21.com/blog/harambee-case-study,10
